geocell_idx,subcluster,lat,lng,count,indices
8,4,-41.265869401045975,173.2573616418834,2,"[8038, 13954]"
9,0,47.539957927236514,16.517586425677955,8,"[1340, 4170, 5995, 6554, 7731, 12142, 15688, 17658]"
9,1,47.388641244340526,16.809619586283024,6,"[2719, 5996, 6466, 11713, 15633, 15790]"
9,2,47.642361927848796,16.84730080942329,5,"[9269, 10587, 10764, 14213, 14635]"
9,3,47.73338144657791,16.507086250869833,8,"[113, 1774, 2990, 4633, 4737, 6990, 9056, 16772]"
9,4,47.2150080023551,16.65479219119515,4,"[6035, 6510, 11271, 14408]"
10,0,19.99505766737818,-98.59189140066074,6,"[146, 3343, 4948, 8088, 11322, 17218]"
10,1,20.978828783493668,-98.53126281471809,2,"[17855, 18565]"
10,2,19.97025930466684,-97.65102043866584,2,"[8833, 13911]"
10,3,20.173687548460805,-98.228684342113,5,"[483, 623, 4232, 10523, 19092]"
10,4,20.476539286113464,-97.74770106568128,1,[16637]
11,0,31.2806590413176,74.87016509124375,1,[9772]
11,1,31.505134478755366,75.66623116512531,2,"[826, 19479]"
11,2,31.893476834030693,75.83180438012987,2,"[6518, 9587]"
11,3,31.716993785441044,75.0276430442527,2,"[9560, 10810]"
11,4,31.458049778967116,75.92528991318567,2,"[6029, 17389]"
12,0,54.28960274209797,-4.544333861246024,37,"[294, 539, 2309, 2411, 3521, 4995, 5054, 5719, 8519, 8939, 8950, 10384, 10671, 11393, 11690, 12421, 12631, 12689, 12720, 13179, 13265, 13689, 13858, 14163, 15799, 16074, 16166, 16619, 16741, 17305, 17617, 17670, 17894, 17924, 18073, 18472, 18612]"
12,1,54.30748505719075,-4.38528671419576,40,"[42, 235, 710, 1576, 1966, 2357, 3226, 4204, 4684, 6154, 6345, 6751, 7456, 8424, 8509, 8865, 9491, 9561, 10016, 11388, 11646, 12266, 12351, 12380, 12473, 12505, 12658, 13559, 14943, 15621, 16850, 17020, 17170, 17727, 17741, 18331, 18421, 18483, 18503, 19458]"
12,2,54.18257179567722,-4.478412244227349,55,"[588, 854, 1313, 1955, 1985, 2390, 3081, 3550, 3775, 4595, 4850, 5153, 5156, 5690, 5784, 5813, 6055, 6225, 6232, 6753, 7026, 7737, 8341, 9474, 9600, 9861, 10064, 10535, 10629, 10662, 11347, 13754, 13778, 13833, 14010, 14125, 14135, 14355, 14675, 15179, 15905, 16332, 16365, 16392, 16444, 16517, 16633, 16654, 17453, 17509, 18090, 18335, 18496, 18714, 19103]"
12,3,54.3730876299472,-4.410530881364983,34,"[114, 228, 404, 1234, 1514, 3364, 4085, 4419, 4744, 5481, 5930, 6484, 7356, 7392, 7606, 8441, 9695, 9880, 9955, 10652, 11606, 11607, 11833, 12331, 12675, 14767, 14951, 16275, 16759, 16801, 17111, 17392, 17772, 18180]"
12,4,54.35300592179267,-4.492685870749324,46,"[462, 1640, 1777, 1995, 2166, 2350, 2467, 2949, 2973, 3928, 4868, 5154, 5903, 6182, 7003, 7055, 7931, 8689, 8928, 9050, 9360, 9453, 9503, 10002, 10485, 10836, 11675, 12310, 12591, 12858, 13224, 13232, 13789, 13804, 13865, 14224, 14336, 14397, 15150, 15766, 16008, 16374, 17129, 18189, 18332, 18539]"
13,0,-14.31830843215629,-170.82451843978023,7,"[488, 2054, 9397, 11634, 11699, 16084, 17210]"
13,1,-14.284112531236332,-170.5535460217103,18,"[86, 220, 4405, 5459, 5997, 6917, 9625, 10666, 11256, 11529, 12345, 13453, 14725, 14878, 15427, 16625, 17387, 19436]"
13,2,-14.329559051284024,-170.730661649381,4,"[8137, 10359, 15674, 19336]"
13,3,-14.27763280663551,-170.67765577820276,3,"[652, 11542, 14533]"
13,4,-14.348205011223243,-170.76847481762152,10,"[2714, 4525, 4676, 5268, 8926, 10305, 11349, 11803, 15440, 18559]"
14,0,5.305889817989167,-73.80680201467116,1,[13461]
14,1,5.050630929858138,-73.98806355536189,2,"[3190, 7247]"
14,2,5.339729941027857,-74.2906817944413,1,[5401]
14,3,5.191185379003789,-73.66669609447813,2,"[6504, 17790]"
14,4,5.160759343275606,-73.89110828439428,2,"[5241, 12798]"
15,0,6.751667365073315,6.172748453310297,2,"[3197, 16447]"
15,1,7.053790259371168,6.4735599036716724,2,"[6539, 11585]"
15,2,7.192240957467639,6.075546700620368,1,[2597]
15,3,6.761148297312587,6.380432188322535,1,[15917]
15,4,7.111484843029633,6.67751657574453,1,[966]
16,0,10.955206927799509,79.84517041266064,3,"[581, 5639, 9533]"
16,1,11.929121602020306,79.79246399476746,4,"[2670, 3652, 15230, 17494]"
16,2,10.945928816663411,79.70870308531109,3,"[1745, 16760, 17432]"
16,3,11.993352617104971,79.70220583733413,2,"[7543, 10111]"
16,4,11.88429492799504,79.7356271626837,4,"[600, 4881, 10735, 13574]"
17,0,37.17376387907837,-94.54885682205015,1,[13089]
17,1,37.41630112481258,-94.6932447718254,1,[18229]
17,2,36.94324337836831,-94.34970986815075,1,[100]
17,3,37.63862429754974,-94.48430792706068,2,"[12948, 15350]"
17,4,37.36150708122448,-94.98156893784446,1,[7545]
18,0,13.489134483394468,144.81325538636634,48,"[57, 431, 929, 1451, 2288, 3408, 3751, 3922, 4073, 4512, 5008, 5666, 5778, 6138, 6590, 6954, 7766, 8116, 8455, 8637, 8734, 8884, 10185, 10451, 10922, 11265, 11620, 12119, 12204, 12688, 12833, 12955, 13345, 13807, 14754, 15126, 15366, 15634, 16331, 16648, 17106, 17341, 17395, 17558, 17689, 18461, 18667, 19071]"
18,1,13.315259651200108,144.6648922365485,21,"[3220, 3909, 4237, 4734, 5635, 6015, 6674, 7285, 8257, 8461, 9712, 10947, 11093, 13488, 14671, 14775, 14984, 15037, 15870, 17543, 18406]"
18,2,13.471948077156991,144.75347892545145,80,"[68, 108, 226, 430, 529, 839, 1032, 1169, 1383, 1406, 1462, 2006, 2250, 2388, 2401, 3578, 3637, 3648, 3695, 3904, 4453, 4712, 5094, 5134, 5138, 5305, 5351, 5551, 5572, 5655, 5786, 5808, 6813, 6975, 7067, 7214, 7224, 7701, 7853, 7918, 8204, 8269, 8317, 8562, 8701, 8797, 8897, 9081, 9314, 9488, 9778, 9931, 11129, 11795, 11838, 11935, 11982, 12458, 12510, 13129, 13307, 13317, 13554, 13785, 14102, 14526, 14737, 14817, 15128, 15322, 16154, 16319, 17099, 17331, 17651, 17858, 18039, 18686, 18764, 18975]"
18,3,13.45657305577931,144.69243684772985,30,"[1717, 2528, 3547, 5393, 5915, 5958, 6343, 6659, 7035, 7956, 8527, 8949, 9087, 9245, 10081, 10559, 10817, 10971, 11029, 11037, 12879, 13740, 13878, 14345, 15942, 16044, 17696, 17739, 18779, 18987]"
18,4,13.423089012691907,144.766113663477,49,"[179, 263, 1372, 1555, 2251, 2341, 4372, 6994, 7361, 7728, 7764, 8011, 8590, 8609, 9169, 10009, 10095, 10364, 10681, 11034, 11616, 11639, 12179, 12220, 12768, 13046, 13705, 13985, 14218, 14436, 14559, 15039, 15282, 15292, 15315, 15482, 16172, 16251, 16376, 16537, 16542, 16632, 16731, 17048, 17174, 18757, 18787, 19177, 19239]"
19,0,41.44707768943114,25.28961232570149,11,"[1867, 3137, 4007, 4034, 6983, 8606, 10686, 10750, 13508, 14293, 19142]"
19,1,42.0157786515453,25.57184927641209,3,"[11818, 15782, 17999]"
19,2,41.38613812738168,25.67070181244968,4,"[4427, 5782, 7006, 8264]"
19,3,41.79734223134895,25.31802399499558,8,"[2449, 4972, 6321, 7953, 11243, 11663, 15064, 17185]"
19,4,41.76427794578489,25.660323308414302,3,"[2222, 2287, 5807]"
20,0,18.000917065601683,-65.90302930687704,27,"[867, 970, 1750, 1869, 3735, 3948, 4328, 5394, 5677, 6955, 7220, 8467, 8864, 8898, 8955, 9289, 9301, 9449, 10127, 11230, 11253, 12412, 17148, 18061, 18102, 18756, 19254]"
20,1,18.029615100275997,-66.1439908252028,32,"[1589, 1829, 1897, 2024, 2886, 3078, 3433, 4064, 5348, 5584, 5644, 6452, 8226, 8526, 8764, 9948, 10153, 10383, 11149, 12827, 13720, 13794, 14544, 14752, 14922, 15043, 15528, 16730, 16807, 17971, 18128, 19170]"
20,2,18.154708913389996,-65.96787560784726,19,"[63, 2843, 3924, 5675, 5872, 6427, 7032, 7358, 8990, 11836, 12040, 12909, 13283, 13639, 14166, 15375, 15705, 17315, 18664]"
20,3,18.124648745776437,-65.86001906152147,12,"[1882, 3451, 6082, 8550, 9131, 9937, 11793, 11918, 13148, 13539, 17904, 19178]"
20,4,18.0720696620144,-66.04369118928905,17,"[1103, 2444, 5563, 7398, 8541, 8588, 9168, 10021, 13306, 14208, 16495, 17119, 17979, 18071, 18270, 18287, 18369]"
21,0,-20.5686406938597,26.21132518794891,5,"[2002, 3104, 3984, 5261, 6815]"
21,1,-20.570074123345112,26.223128007184094,7,"[2232, 2512, 2622, 15125, 15178, 17846, 18547]"
21,2,-20.572032974110996,26.23227059340661,2,"[4242, 19235]"
21,3,-20.568667938352785,26.214740465383876,5,"[2461, 6260, 8144, 9439, 11865]"
21,4,-20.57116574681365,26.228162717188823,2,"[8976, 19492]"
22,0,15.00014778886282,120.55274575682758,7,"[52, 2137, 2513, 5779, 6859, 13319, 19277]"
22,1,15.336863984185598,120.62008137642904,6,"[805, 3113, 4385, 5571, 14260, 16114]"
22,2,15.176913581855507,120.61533272520975,8,"[463, 1936, 2486, 8984, 10194, 13076, 16105, 18017]"
22,3,14.828953144719994,120.52092770896603,4,"[7790, 10515, 16993, 17455]"
22,4,15.043883595068516,120.79871382773148,3,"[10953, 13134, 14962]"
23,0,39.029351633380536,-2.8922824891128767,2,"[17338, 19155]"
23,1,38.06355251635286,-3.512422445430226,1,[3116]
23,2,39.396115424574205,-2.668754360514402,2,"[231, 13853]"
23,3,38.75869849215785,-3.146009692943202,1,[8335]
23,4,38.637670548067085,-2.501471658565817,1,[9912]
24,0,46.68599441521998,108.10110071462451,2,"[16917, 17897]"
24,1,46.51007257970337,108.31758020186216,1,[4921]
24,2,46.743538930635545,107.99601243310696,2,"[5089, 16068]"
24,3,46.585106076896764,108.2735073546515,2,"[15975, 16762]"
24,4,46.723077275226565,108.0247062790719,1,[4245]
25,0,-34.338846827624494,-56.811899248471754,5,"[2732, 4320, 7549, 11741, 14713]"
25,1,-34.613264223025034,-56.38840108695214,3,"[9331, 12744, 19264]"
25,2,-34.1912415823246,-56.498775468007096,2,"[2707, 5752]"
25,3,-34.65193613392498,-56.691638667752166,6,"[1627, 9043, 9615, 11621, 18235, 18424]"
25,4,-34.41931287600329,-56.49267366227625,5,"[1015, 3120, 7269, 8277, 15296]"
26,0,25.383141694582616,55.46011006582332,23,"[186, 739, 1481, 1766, 1772, 2544, 2852, 4641, 4793, 5170, 6309, 7538, 9151, 9596, 11854, 12806, 13093, 14134, 14509, 16173, 16526, 17526, 18997]"
26,1,25.34984660905515,55.857584159532855,1,[6570]
26,2,25.375424423417805,55.59139364995609,5,"[890, 13173, 14184, 16942, 17436]"
26,3,25.61293626702516,55.751924073963416,1,[16771]
26,4,25.42689906231727,55.53830766978559,8,"[4213, 4909, 10017, 10647, 11689, 17470, 18722, 18776]"
27,0,20.843972700840467,-156.34520428874703,1,[18818]
27,1,21.30876959739733,-157.88267945154186,12,"[913, 2645, 2648, 3389, 5554, 7797, 9175, 10706, 10832, 11632, 12168, 17345]"
27,2,20.86046111990557,-156.91303289400182,1,[499]
27,3,21.406275283848288,-158.0267976932373,3,"[8061, 12043, 15647]"
27,4,21.336886769422165,-157.77741721217515,2,"[3182, 15060]"
28,0,57.63526194692455,40.00417575208278,6,"[27, 5002, 12538, 13897, 15693, 17490]"
28,1,56.71289267199384,38.78485875753244,3,"[13638, 14606, 18580]"
28,2,57.88571552591554,38.72633609825277,3,"[2036, 13216, 17516]"
28,3,57.27777127496846,39.2964213432433,7,"[1290, 1790, 3478, 6110, 7147, 7401, 17612]"
28,4,57.04810757604204,39.99977666131566,3,"[15759, 17026, 18431]"
29,0,26.18773158563927,89.58659458946133,4,"[6992, 11996, 17900, 19290]"
29,1,26.273524908187575,89.07542705939224,5,"[840, 5990, 10975, 14014, 16586]"
29,2,26.19716193976743,90.21145509864364,1,[16458]
29,3,26.059381259601945,89.55187628247585,10,"[870, 2376, 5870, 10734, 12603, 13323, 14099, 16503, 17161, 18065]"
29,4,26.402225300971878,89.07425472321933,2,"[4256, 18256]"
30,0,11.102804583668942,105.39021544161606,9,"[1348, 2966, 5086, 5383, 7333, 10620, 11482, 14117, 16611]"
30,1,11.38209892320731,105.36828889347923,7,"[3187, 4000, 6597, 6657, 8600, 9866, 17254]"
30,2,10.705813855070055,105.75488361599044,9,"[2009, 4346, 8150, 8656, 8810, 10801, 14307, 14492, 15646]"
30,3,11.248330638044472,105.68892028278471,12,"[3438, 4599, 4895, 6728, 8946, 9868, 12728, 13183, 13555, 13788, 15475, 16589]"
30,4,11.123853983322185,105.8808277250771,9,"[3965, 5775, 8482, 8782, 9947, 10751, 11899, 15795, 17317]"
31,0,63.07290783604459,7.492710030076997,1,[18250]
31,1,62.568605251150586,7.732712570401656,2,"[14374, 19026]"
31,2,63.103704447671035,7.728587787863516,2,"[785, 6827]"
31,3,63.05289651252929,7.7086159895212365,2,"[5252, 14656]"
31,4,63.1055650791545,7.74272399851221,1,[5846]
32,0,37.825192392208095,-75.99528790169865,4,"[2151, 6856, 9459, 19087]"
32,1,37.92773061089932,-75.37245873033471,3,"[13078, 13379, 16667]"
32,2,37.499835869873486,-76.29259172776555,5,"[1148, 4949, 7206, 8372, 18533]"
32,3,38.33111849257749,-75.6219865705163,1,[19061]
32,4,37.908720038744086,-75.40113750358944,1,[13614]
33,0,62.7978165628648,30.709657741817928,1,[471]
33,1,63.62731142573012,30.111344995545643,1,[8448]
34,0,14.741292553254112,-17.433579041536905,5,"[2831, 4302, 13304, 15887, 18267]"
34,1,14.794328265166264,-17.31430057288659,4,"[1605, 9083, 16153, 17554]"
34,2,14.652634599891359,-17.1653271316354,2,"[6993, 9413]"
34,3,14.66679714672927,-17.398330248142617,7,"[619, 3077, 6142, 7970, 12774, 13618, 16102]"
34,4,14.804798549574892,-17.27114994818569,3,"[2083, 5124, 15724]"
35,0,65.75567785855239,-23.221606241006725,10,"[374, 4443, 4534, 4979, 5437, 11427, 13245, 15826, 17351, 18681]"
35,1,64.8983101161696,-23.418085914263862,2,"[15605, 17172]"
35,2,65.91262951482736,-22.424772667225515,2,"[6821, 17277]"
35,3,65.89092391276711,-23.536456053781016,5,"[217, 1456, 5574, 8308, 11734]"
35,4,66.06639269763375,-23.123617311296336,4,"[2450, 5896, 9509, 11459]"
36,0,35.86572693210224,14.432515730437835,18,"[3015, 3604, 4079, 5993, 6782, 6797, 7796, 8347, 11686, 13494, 13549, 13908, 14523, 16268, 16356, 18266, 18864, 18992]"
36,1,36.04353625195768,14.257318032613961,20,"[281, 1736, 1923, 2216, 3498, 4520, 5436, 6840, 7037, 8822, 9003, 9064, 9800, 10812, 11060, 11370, 11736, 14127, 16390, 19459]"
36,2,35.94254555929853,14.3822959932373,12,"[914, 1542, 1544, 1989, 5978, 9614, 9830, 9851, 12084, 14379, 16529, 18594]"
36,3,35.8488412340545,14.530018879113673,26,"[669, 685, 755, 2279, 3466, 5205, 6717, 7602, 8538, 8555, 8612, 9649, 10103, 10873, 11772, 12901, 13682, 15135, 15581, 15737, 15963, 16169, 16941, 18403, 18753, 18808]"
36,4,35.90673017911653,14.471079554085653,28,"[727, 3982, 4291, 4312, 5375, 6544, 6547, 6934, 8058, 9758, 11044, 11106, 11623, 11669, 12010, 12083, 12107, 12701, 12967, 13083, 13149, 13637, 14072, 14140, 14468, 16482, 16947, 17463]"
37,0,33.56173195372242,35.378474737791436,18,"[102, 2391, 2841, 2971, 4231, 4568, 5319, 6491, 6864, 9910, 10173, 11072, 11940, 13884, 14714, 15139, 15195, 17901]"
37,1,33.24528150568799,35.663698773913225,20,"[39, 599, 1761, 2020, 2109, 5302, 5818, 6143, 7389, 7499, 8795, 9494, 9858, 11705, 11807, 11906, 13542, 14985, 15477, 16474]"
37,2,32.85683642313305,35.753488578623454,1,[10837]
37,3,33.3184282108282,35.23917340693445,2,"[1901, 11881]"
37,4,32.97126827900375,35.493370885875464,1,[8673]
38,0,57.19450622043335,25.8977949612043,4,"[8140, 16148, 18631, 18706]"
38,1,57.704348210722415,25.503983929027527,4,"[4454, 7362, 11518, 18443]"
38,2,56.85525012037223,26.463843603119297,2,"[4725, 8060]"
38,3,57.77649206326807,26.005328314154493,1,[16707]
38,4,57.44312564388641,26.267639775276038,3,"[11628, 13905, 14508]"
39,0,1.435414098144683,103.71816554131306,12,"[3098, 4637, 7625, 8259, 10592, 12261, 13350, 13670, 14347, 17795, 18839, 19457]"
39,1,1.343650572327852,103.95361628222513,21,"[1470, 2532, 3439, 4636, 6690, 6921, 7327, 8124, 8916, 10907, 11225, 11469, 12722, 13629, 15095, 16361, 17146, 17253, 17369, 17410, 18943]"
39,2,1.2380470605956446,103.83839090794581,16,"[468, 496, 584, 2186, 3063, 4108, 4827, 5165, 10051, 11279, 11889, 12207, 12339, 14607, 15879, 18898]"
39,3,1.4080941479680706,103.81224296919257,13,"[1250, 6254, 6803, 8327, 8863, 10436, 11554, 11923, 13064, 14106, 16686, 16914, 18281]"
39,4,1.3863822625749418,103.8815285689317,22,"[2430, 3193, 3319, 6011, 6566, 6761, 7638, 8390, 9981, 11012, 12405, 14082, 15219, 15828, 16170, 17127, 17276, 17878, 18083, 18448, 18537, 19349]"
40,0,-21.010007554057594,55.28285527033568,6,"[1827, 7801, 8672, 12883, 14188, 15085]"
40,1,-21.131125255752412,55.291588545378524,6,"[2330, 4735, 7839, 7891, 9775, 18588]"
40,2,-21.025122622196196,55.382014010469085,3,"[3482, 14341, 15769]"
40,3,-21.216421291684217,55.329957843773805,3,"[6200, 13182, 17483]"
40,4,-21.088096424937454,55.23815266902073,3,"[1498, 9762, 17024]"
41,0,-6.4657363433740365,-39.6514048342261,2,"[11840, 18602]"
41,1,-5.613134765866115,-39.40581366797161,1,[6005]
41,2,-6.544594269995798,-39.12232849200545,1,[223]
41,3,-6.114382152993204,-39.68764857101242,1,[15130]
41,4,-5.910021917872716,-39.25620302013654,1,[1390]
42,0,13.7976510595875,100.07866567643491,18,"[800, 1861, 2203, 3409, 5658, 6379, 6662, 8164, 8278, 9504, 10012, 10818, 11345, 12103, 12624, 16478, 16662, 17344]"
42,1,13.867226583437361,100.3945452000887,22,"[416, 676, 1486, 2619, 3837, 4128, 4507, 6475, 6894, 7692, 11379, 11387, 11437, 13156, 13355, 13526, 14649, 14755, 15611, 17288, 18014, 19079]"
42,2,14.151435308660202,100.49765502147844,10,"[53, 495, 952, 7264, 11691, 12203, 12583, 16875, 18534, 18644]"
42,3,13.624968084271387,100.27529900931295,24,"[277, 364, 3929, 4471, 5754, 7115, 7142, 7192, 7250, 7756, 8484, 10332, 10800, 10986, 11101, 11146, 12205, 12434, 13175, 13244, 14305, 14980, 16177, 17956]"
42,4,14.091503427673826,100.29189850750514,11,"[1489, 2297, 3027, 3840, 3896, 9114, 9956, 15755, 18493, 18656, 18781]"
43,0,40.59481594402678,-104.9960874076048,4,"[10396, 12821, 18495, 18775]"
43,1,40.73193101564832,-105.59911224985744,1,[2454]
43,2,40.54669739499977,-104.74983774753484,2,"[16647, 16895]"
43,3,40.423343549534074,-105.18983646966916,3,"[1580, 12129, 17817]"
43,4,40.39595961444508,-105.639940971271,1,[1606]
44,0,57.81547945200238,14.097064838147135,1,[17798]
44,1,57.27328638577,13.493138651122692,3,"[2352, 3213, 4657]"
44,2,56.97311171874029,14.316191004042128,1,[17067]
44,3,57.393915271461886,14.096230879358634,3,"[4993, 8261, 16069]"
44,4,57.3396837922032,13.699419374701952,4,"[3958, 11145, 11648, 14687]"
45,0,61.003433038442836,-46.36577672878382,6,"[3400, 4460, 4911, 10024, 15084, 17577]"
45,1,60.907511075412955,-46.053527608890214,5,"[414, 12313, 14452, 15864, 16746]"
45,2,61.00252281715426,-46.364048337474024,4,"[4715, 12439, 14115, 14834]"
45,3,60.90733543033805,-46.05548162743946,1,[14460]
45,4,61.00330052118693,-46.365043016586945,5,"[12, 9822, 13177, 16883, 17963]"
46,0,-35.324401820072566,149.11380349648303,9,"[321, 7745, 9983, 11080, 12402, 13528, 13747, 15220, 16986]"
46,1,-35.70138199021895,149.05934263826902,2,"[7292, 10752]"
46,2,-35.422281643638456,148.7958531628308,1,[4987]
46,3,-35.21019121526197,149.101688118504,8,"[3237, 6212, 6907, 7352, 7928, 9234, 11702, 13086]"
46,4,-35.325129129517435,149.34884925952787,1,[13572]
47,0,-26.005875413682485,-58.40590398975003,1,[19161]
47,1,-25.33835025951155,-58.27251576810828,2,"[9732, 15233]"
47,2,-25.46607343065452,-58.6861905765329,1,[1172]
47,3,-26.21345736641853,-58.213475430394865,2,"[3664, 7150]"
47,4,-25.810163911195737,-58.04112839751939,1,[12847]
48,0,33.653942877460246,130.27048283011004,6,"[7486, 8783, 12146, 14238, 14298, 16583]"
48,1,33.234231401734846,130.25201626682417,2,"[7624, 16325]"
48,2,33.16676076032549,130.4032540469073,2,"[8170, 16420]"
48,3,33.42083013607266,130.55264095769243,1,[15850]
48,4,33.03812754203178,130.17110141381195,1,[15365]
49,0,-9.230665749374424,124.97744195075583,5,"[394, 5586, 6611, 18887, 19501]"
49,1,-9.231005544841338,124.9777446153189,4,"[10967, 17678, 18298, 18398]"
49,2,-9.230416427780003,124.97727843818083,4,"[4215, 4603, 12946, 16650]"
49,3,-9.230659198647963,124.97728683285447,2,"[16244, 19444]"
49,4,-9.230856625724556,124.97772262397017,6,"[2041, 2860, 11376, 12532, 14849, 16754]"
50,0,19.809295643507177,78.58650048609834,1,[8629]
50,1,18.32131959887379,78.9997004130804,3,"[1719, 2774, 15750]"
50,2,18.985535953376214,79.04395572610147,2,"[4190, 7867]"
50,3,18.273464719257866,78.30647276254626,2,"[2092, 19486]"
50,4,18.86062948020267,78.42636336885222,1,[3267]
